8.881784197001252323e-16 , 1.450070576576805014e-16 , 1.160373874948300037e-17 , 8.323277727129134247e-17 , 3.453141639699189874e-17 , 2.359707695973185809e-16 , 9.658908954437981217e-17 , 1.054794547230886484e-16 , 1.310831098789033274e-16 , 2.552098342935432544e-17 , 4.431525944746959591e-17 , 1.770372760156142008e-16 , 7.559576686998365440e-17 , 3.026242282385215737e-16 , 1.875205404970970406e-16 , 1.825842836785377498e-16 , 1.690871688599765477e-17 , 5.691886416251366244e-17 , 3.100305845405948701e-17 , 1.532922974778845336e-16
1.450070576576805014e-16 , 6.661338147750939243e-16 , 2.284565451590659125e-16 , 2.003242282511114059e-17 , 4.168087844518085114e-17 , 8.660826243487477048e-17 , 1.315784797672060748e-16 , 3.287469868012522216e-16 , 1.132760997813128928e-16 , 2.659080052424512027e-16 , 2.384762979530285768e-16 , 1.526982831803506446e-17 , 1.870137754854279655e-16 , 6.114600462844404559e-17 , 3.595396453364279243e-17 , 1.861656761377951516e-16 , 3.007049734011790341e-17 , 2.547574341264654182e-17 , 1.266729271137444497e-16 , 2.694927922717524224e-16
1.160373874948300037e-17 , 2.284565451590659125e-16 , 4.440892098500626162e-16 , 3.112633623320108763e-16 , 1.543337318370351359e-16 , 1.336790198136379603e-16 , 4.536261422699817103e-16 , 1.292572483840865303e-16 , 2.040227910480758168e-16 , 8.237348403871206874e-18 , 6.431220375314876432e-17 , 1.775013466027700714e-16 , 9.549402380300409659e-17 , 1.235140019344384541e-16 , 1.725717458745341140e-17 , 2.631189934015079330e-16 , 2.750890690555637128e-16 , 1.007133291839937433e-16 , 8.907642184403041860e-18 , 1.638256461468068547e-17
8.323277727129134247e-17 , 2.003242282511114059e-17 , 3.112633623320108763e-16 , 1.110223024625156540e-15 , 2.785909607875654049e-17 , 1.380872602178019487e-16 , 2.010181794256943149e-16 , 1.152324176423362286e-16 , 1.025347247624966046e-17 , 1.666079860056041391e-16 , 1.539272907647781043e-16 , 3.063026952307929186e-17 , 1.194005107254681262e-16 , 4.356087840318101695e-16 , 1.273580371639953339e-17 , 8.909331402877415414e-17 , 9.558446971324386028e-17 , 2.604766086069567529e-16 , 2.336431474313312472e-16 , 1.314184934516428450e-17
3.453141639699189874e-17 , 4.168087844518085114e-17 , 1.543337318370351359e-16 , 2.785909607875654049e-17 , 2.442490654175344389e-15 , 4.998803963043667549e-17 , 2.125070434193413496e-16 , 2.673899054778675898e-16 , 3.015576771970485079e-16 , 2.244165461252224556e-16 , 1.889851518361192405e-16 , 2.156065240080142171e-16 , 5.610423152634001322e-17 , 1.240620244783896818e-16 , 1.131033511559429723e-16 , 5.596661726578690675e-17 , 1.919325410238543288e-17 , 9.468558961997844589e-17 , 3.827720247982153076e-17 , 1.830977331813174603e-17
2.359707695973185809e-16 , 8.660826243487477048e-17 , 1.336790198136379603e-16 , 1.380872602178019487e-16 , 4.998803963043667549e-17 , 1.998401444325281773e-15 , 1.628875982280065814e-16 , 4.572254633021799367e-18 , 1.577589246988555615e-17 , 1.233656768144758898e-16 , 1.540173934922890148e-16 , 3.090988348270051664e-16 , 4.058700251028034378e-17 , 1.854827321377198542e-16 , 4.939942532765492171e-17 , 2.989786397406644694e-16 , 5.457439056697736062e-17 , 5.760111326972444479e-17 , 4.920655726206242996e-17 , 2.264873648021307482e-16
9.658908954437981217e-17 , 1.315784797672060748e-16 , 4.536261422699817103e-16 , 2.010181794256943149e-16 , 2.125070434193413496e-16 , 1.628875982280065814e-16 , 0.000000000000000000e+00 , 1.527024550652208484e-16 , 4.637093401985215833e-17 , 2.344805121020754580e-16 , 9.912352577552701394e-17 , 2.462228845818606372e-16 , 1.457842778517528738e-16 , 9.644944994448125859e-17 , 2.652737962189832476e-16 , 8.893792567470045607e-17 , 3.285683610424738998e-16 , 7.767077438562480665e-18 , 3.744534871966383879e-17 , 9.094904314984721140e-17
1.054794547230886484e-16 , 3.287469868012522216e-16 , 1.292572483840865303e-16 , 1.152324176423362286e-16 , 2.673899054778675898e-16 , 4.572254633021799367e-18 , 1.527024550652208484e-16 , 8.881784197001252323e-16 , 2.228446279039202454e-16 , 1.296010724050681630e-16 , 3.793934444917792302e-17 , 1.776631851204705777e-16 , 1.583834966836908111e-16 , 7.119691996503105642e-17 , 2.068873741938395473e-16 , 1.805219922494140282e-16 , 2.578115981223174298e-16 , 7.587073369306133063e-17 , 1.462377921091932923e-16 , 1.010711063503327105e-16
1.310831098789033274e-16 , 1.132760997813128928e-16 , 2.040227910480758168e-16 , 1.025347247624966046e-17 , 3.015576771970485079e-16 , 1.577589246988555615e-17 , 4.637093401985215833e-17 , 2.228446279039202454e-16 , 7.771561172376095783e-16 , 3.888904539407607285e-16 , 1.154077286893767055e-16 , 2.894657842101614178e-16 , 3.213146868526752197e-16 , 1.452428702795868572e-17 , 4.098073945923474722e-16 , 2.306005211389512071e-16 , 3.856202912740812506e-16 , 1.572351291273959199e-16 , 3.646391515713084699e-16 , 3.219104535382795010e-16
2.552098342935432544e-17 , 2.659080052424512027e-16 , 8.237348403871206874e-18 , 1.666079860056041391e-16 , 2.244165461252224556e-16 , 1.233656768144758898e-16 , 2.344805121020754580e-16 , 1.296010724050681630e-16 , 3.888904539407607285e-16 , 7.771561172376095783e-16 , 3.857771686613753685e-17 , 2.842311097462168727e-16 , 5.094087185311265851e-17 , 3.355457907999809283e-17 , 1.298418291627888450e-16 , 2.243794926725925130e-16 , 8.213136572848659811e-17 , 2.282387313716828362e-17 , 1.129206326765232848e-16 , 2.596043498859038166e-16
4.431525944746959591e-17 , 2.384762979530285768e-16 , 6.431220375314876432e-17 , 1.539272907647781043e-16 , 1.889851518361192405e-16 , 1.540173934922890148e-16 , 9.912352577552701394e-17 , 3.793934444917792302e-17 , 1.154077286893767055e-16 , 3.857771686613753685e-17 , 6.661338147750939243e-16 , 3.495901865356043226e-17 , 4.255897138423135695e-16 , 2.776239193932601551e-16 , 2.111449497710972532e-17 , 2.796374871159110730e-17 , 3.151069206605859038e-17 , 2.008404684688140457e-16 , 5.753940646046449290e-17 , 1.493680463804743704e-16
1.770372760156142008e-16 , 1.526982831803506446e-17 , 1.775013466027700714e-16 , 3.063026952307929186e-17 , 2.156065240080142171e-16 , 3.090988348270051664e-16 , 2.462228845818606372e-16 , 1.776631851204705777e-16 , 2.894657842101614178e-16 , 2.842311097462168727e-16 , 3.495901865356043226e-17 , 1.554312234475219157e-15 , 4.973189785514769899e-16 , 2.014344290261197000e-16 , 1.107875352508932511e-16 , 3.470210709838188269e-17 , 6.103739461858300610e-17 , 1.892083656708226574e-16 , 4.405887412098480707e-16 , 2.392710487080777122e-16
7.559576686998365440e-17 , 1.870137754854279655e-16 , 9.549402380300409659e-17 , 1.194005107254681262e-16 , 5.610423152634001322e-17 , 4.058700251028034378e-17 , 1.457842778517528738e-16 , 1.583834966836908111e-16 , 3.213146868526752197e-16 , 5.094087185311265851e-17 , 4.255897138423135695e-16 , 4.973189785514769899e-16 , 4.440892098500626162e-16 , 5.533998833865365786e-16 , 2.442273549083933396e-16 , 1.234032256872560690e-16 , 1.972935578437476408e-16 , 1.856528985964231193e-16 , 5.922999021460671746e-17 , 4.114408480003036042e-16
3.026242282385215737e-16 , 6.114600462844404559e-17 , 1.235140019344384541e-16 , 4.356087840318101695e-16 , 1.240620244783896818e-16 , 1.854827321377198542e-16 , 9.644944994448125859e-17 , 7.119691996503105642e-17 , 1.452428702795868572e-17 , 3.355457907999809283e-17 , 2.776239193932601551e-16 , 2.014344290261197000e-16 , 5.533998833865365786e-16 , 2.220446049250313081e-16 , 2.723180307969337776e-16 , 7.150128432704218116e-17 , 1.026916851155984105e-16 , 3.046147680635032270e-16 , 2.625005898811290947e-17 , 8.756688430164435928e-17
1.875205404970970406e-16 , 3.595396453364279243e-17 , 1.725717458745341140e-17 , 1.273580371639953339e-17 , 1.131033511559429723e-16 , 4.939942532765492171e-17 , 2.652737962189832476e-16 , 2.068873741938395473e-16 , 4.098073945923474722e-16 , 1.298418291627888450e-16 , 2.111449497710972532e-17 , 1.107875352508932511e-16 , 2.442273549083933396e-16 , 2.723180307969337776e-16 , 1.110223024625156540e-16 , 5.098514808634273625e-17 , 2.492464061887924929e-16 , 3.199079708533574593e-16 , 2.118650344974489234e-16 , 4.818120236217531956e-17
1.825842836785377498e-16 , 1.861656761377951516e-16 , 2.631189934015079330e-16 , 8.909331402877415414e-17 , 5.596661726578690675e-17 , 2.989786397406644694e-16 , 8.893792567470045607e-17 , 1.805219922494140282e-16 , 2.306005211389512071e-16 , 2.243794926725925130e-16 , 2.796374871159110730e-17 , 3.470210709838188269e-17 , 1.234032256872560690e-16 , 7.150128432704218116e-17 , 5.098514808634273625e-17 , 2.220446049250313081e-16 , 3.130922392073612067e-16 , 1.437802556360000931e-16 , 9.637603756206189249e-17 , 4.139855193524686201e-16
1.690871688599765477e-17 , 3.007049734011790341e-17 , 2.750890690555637128e-16 , 9.558446971324386028e-17 , 1.919325410238543288e-17 , 5.457439056697736062e-17 , 3.285683610424738998e-16 , 2.578115981223174298e-16 , 3.856202912740812506e-16 , 8.213136572848659811e-17 , 3.151069206605859038e-17 , 6.103739461858300610e-17 , 1.972935578437476408e-16 , 1.026916851155984105e-16 , 2.492464061887924929e-16 , 3.130922392073612067e-16 , 0.000000000000000000e+00 , 3.970039958380709484e-16 , 1.703339923244673255e-16 , 1.261612418502044611e-16
5.691886416251366244e-17 , 2.547574341264654182e-17 , 1.007133291839937433e-16 , 2.604766086069567529e-16 , 9.468558961997844589e-17 , 5.760111326972444479e-17 , 7.767077438562480665e-18 , 7.587073369306133063e-17 , 1.572351291273959199e-16 , 2.282387313716828362e-17 , 2.008404684688140457e-16 , 1.892083656708226574e-16 , 1.856528985964231193e-16 , 3.046147680635032270e-16 , 3.199079708533574593e-16 , 1.437802556360000931e-16 , 3.970039958380709484e-16 , 0.000000000000000000e+00 , 4.404560886534691262e-17 , 1.807555718829809908e-16
3.100305845405948701e-17 , 1.266729271137444497e-16 , 8.907642184403041860e-18 , 2.336431474313312472e-16 , 3.827720247982153076e-17 , 4.920655726206242996e-17 , 3.744534871966383879e-17 , 1.462377921091932923e-16 , 3.646391515713084699e-16 , 1.129206326765232848e-16 , 5.753940646046449290e-17 , 4.405887412098480707e-16 , 5.922999021460671746e-17 , 2.625005898811290947e-17 , 2.118650344974489234e-16 , 9.637603756206189249e-17 , 1.703339923244673255e-16 , 4.404560886534691262e-17 , 8.881784197001252323e-16 , 2.184742753295447672e-16
1.532922974778845336e-16 , 2.694927922717524224e-16 , 1.638256461468068547e-17 , 1.314184934516428450e-17 , 1.830977331813174603e-17 , 2.264873648021307482e-16 , 9.094904314984721140e-17 , 1.010711063503327105e-16 , 3.219104535382795010e-16 , 2.596043498859038166e-16 , 1.493680463804743704e-16 , 2.392710487080777122e-16 , 4.114408480003036042e-16 , 8.756688430164435928e-17 , 4.818120236217531956e-17 , 4.139855193524686201e-16 , 1.261612418502044611e-16 , 1.807555718829809908e-16 , 2.184742753295447672e-16 , 2.220446049250313081e-16
